2015-08-07,2.83
2015-08-08,2.79
2015-08-09,0.706136
2015-08-10,0.713989
2015-08-11,0.708087
2015-08-12,1.06
2015-08-13,1.22
2015-08-14,1.81
2015-08-15,1.8
2015-08-16,1.68
2015-08-17,1.58
2015-08-18,1.22
2015-08-19,1.17
2015-08-20,1.25
2015-08-21,1.48
2015-08-22,1.4
2015-08-23,1.38
2015-08-24,1.35
2015-08-25,1.23
2015-08-26,1.13
2015-08-27,1.17
2015-08-28,1.15
2015-08-29,1.19
2015-08-30,1.18
2015-08-31,1.32
2015-09-01,1.35
2015-09-02,1.35
2015-09-03,1.3
2015-09-04,1.26
2015-09-05,1.28
2015-09-06,1.34
2015-09-07,1.3
2015-09-08,1.25
2015-09-09,1.24
2015-09-10,1.21
2015-09-11,1.16
2015-09-12,0.987228
2015-09-13,1.04
2015-09-14,0.940566
2015-09-15,0.875189
2015-09-16,0.941977
2015-09-17,0.906865
2015-09-18,0.874574
2015-09-19,0.849603
2015-09-20,0.881191
2015-09-21,0.941496
2015-09-22,0.919337
2015-09-23,0.90356
2015-09-24,0.896796
2015-09-25,0.820031
2015-09-26,0.73763
2015-09-27,0.791277
2015-09-28,0.723715
2015-09-29,0.579414
2015-09-30,0.661192
2015-10-01,0.734307
2015-10-02,0.683732
2015-10-03,0.678783
2015-10-04,0.686343
2015-10-05,0.666784
2015-10-06,0.622218
2015-10-07,0.650515
2015-10-08,0.609501
2015-10-09,0.655084
2015-10-10,0.641187
2015-10-11,0.627461
2015-10-12,0.634515
2015-10-13,0.627943
2015-10-14,0.61224
2015-10-15,0.523278
2015-10-16,0.562593
2015-10-17,0.534117
2015-10-18,0.547913
2015-10-19,0.517621
2015-10-20,0.489629
2015-10-21,0.431589
2015-10-22,0.444988
2015-10-23,0.56637
2015-10-24,0.539681
2015-10-25,0.563207
2015-10-26,0.619743
2015-10-27,0.70889
2015-10-28,0.870938
2015-10-29,1.01
2015-10-30,1.21
2015-10-31,1.05
2015-11-01,0.920847
2015-11-02,1.06
2015-11-03,0.994568
2015-11-04,1.01
2015-11-05,0.900699
2015-11-06,0.904772
2015-11-07,0.923732
2015-11-08,0.915661
2015-11-09,1.03
2015-11-10,1
2015-11-11,0.941296
2015-11-12,0.796455
2015-11-13,0.907722
2015-11-14,0.905469
2015-11-15,0.891217
2015-11-16,0.906166
2015-11-17,0.924948
2015-11-18,0.993214
2015-11-19,0.988713
2015-11-20,0.955735
2015-11-21,0.928758
2015-11-22,0.979765
2015-11-23,0.967493
2015-11-24,0.946442
2015-11-25,0.893827
2015-11-26,0.863273
2015-11-27,0.8821
2015-11-28,0.868102
2015-11-29,0.914144
2015-11-30,0.879951
2015-12-01,0.878316
2015-12-02,0.873171
2015-12-03,0.818546
2015-12-04,0.812082
2015-12-05,0.841195
2015-12-06,0.866417
2015-12-07,0.836322
2015-12-08,0.806024
2015-12-09,0.824454
2015-12-10,0.79559
2015-12-11,0.839995
2015-12-12,0.931196
2015-12-13,0.971538
2015-12-14,0.95662
2015-12-15,0.990589
2015-12-16,1.02
2015-12-17,0.993043
2015-12-18,0.938327
2015-12-19,0.921524
2015-12-20,0.90824
2015-12-21,0.906065
2015-12-22,0.894973
2015-12-23,0.861782
2015-12-24,0.859433
2015-12-25,0.861993
2015-12-26,0.870766
2015-12-27,0.853166
2015-12-28,0.856356
2015-12-29,0.843835
2015-12-30,0.874258
2015-12-31,0.912098
2016-01-01,0.933712
2016-01-02,0.947401
2016-01-03,0.93843
2016-01-04,0.972045
2016-01-05,0.953147
2016-01-06,0.950028
2016-01-07,0.955801
2016-01-08,0.942752
2016-01-09,0.985501
2016-01-10,0.985557
2016-01-11,0.999216
2016-01-12,1.07
2016-01-13,1.14
2016-01-14,1.12
2016-01-15,1.18
2016-01-16,1.22
2016-01-17,1.22
2016-01-18,1.33
2016-01-19,1.42
2016-01-20,1.36
2016-01-21,1.53
2016-01-22,1.55
2016-01-23,1.5
2016-01-24,1.9
2016-01-25,2.15
2016-01-26,2.53
2016-01-27,2.25
2016-01-28,2.41
2016-01-29,2.54
2016-01-30,2.51
2016-01-31,2.44
2016-02-01,2.32
2016-02-02,2.22
2016-02-03,2.43
2016-02-04,2.53
2016-02-05,2.57
2016-02-06,2.53
2016-02-07,2.54
2016-02-08,2.97
2016-02-09,3.17
2016-02-10,4
2016-02-11,4.5
2016-02-12,5.95
2016-02-13,5.69
2016-02-14,5.4
2016-02-15,5.33
2016-02-16,5.33
2016-02-17,4.29
2016-02-18,3.77
2016-02-19,4.38
2016-02-20,4.68
2016-02-21,4.36
2016-02-22,4.66
2016-02-23,5.68
2016-02-24,5.6
2016-02-25,6.19
2016-02-26,6.04
2016-02-27,5.96
2016-02-28,6.41
2016-02-29,6.46
2016-03-01,6.32
2016-03-02,7.63
2016-03-03,8.44
2016-03-04,9.24
2016-03-05,10.37
2016-03-06,11.2
2016-03-07,11.43
2016-03-08,9.58
2016-03-09,9.79
2016-03-10,11.88
2016-03-11,11.22
2016-03-12,11.13
2016-03-13,13.51
2016-03-14,14.51
2016-03-15,13
2016-03-16,13.02
2016-03-17,12.56
2016-03-18,11.11
2016-03-19,11.2
2016-03-20,10.52
2016-03-21,10.3
2016-03-22,11.88
2016-03-23,11.33
2016-03-24,12.44
2016-03-25,11.26
2016-03-26,10.77
2016-03-27,10.99
2016-03-28,10.43
2016-03-29,11.75
2016-03-30,11.61
2016-03-31,11.92
2016-04-01,11.4
2016-04-02,11.63
2016-04-03,11.63
2016-04-04,11.62
2016-04-05,11.21
2016-04-06,10.45
2016-04-07,10.7
2016-04-08,10.08
2016-04-09,9.69
2016-04-10,9.15
2016-04-11,8.94
2016-04-12,8.64
2016-04-13,7.44
2016-04-14,8.08
2016-04-15,8.39
2016-04-16,8.24
2016-04-17,8.62
2016-04-18,9.33
2016-04-19,9.08
2016-04-20,8.69
2016-04-21,8.45
2016-04-22,8.15
2016-04-23,7.79
2016-04-24,8.29
2016-04-25,8.01
2016-04-26,7.53
2016-04-27,7.39
2016-04-28,7.74
2016-04-29,7.21
2016-04-30,7.45
2016-05-01,8.78
2016-05-02,8.89
2016-05-03,10.17
2016-05-04,9.38
2016-05-05,9.4
2016-05-06,9.81
2016-05-07,9.32
2016-05-08,9.37
2016-05-09,9.49
2016-05-10,9.28
2016-05-11,9.43
2016-05-12,10
2016-05-13,10.06
2016-05-14,10.51
2016-05-15,10.24
2016-05-16,9.97
2016-05-17,11.19
2016-05-18,12.18
2016-05-19,13.54
2016-05-20,14.85
2016-05-21,13.69
2016-05-22,14.04
2016-05-23,14.28
2016-05-24,13.31
2016-05-25,12.79
2016-05-26,12.52
2016-05-27,12.39
2016-05-28,11.33
2016-05-29,12.11
2016-05-30,12.33
2016-05-31,12.74
2016-06-01,14.11
2016-06-02,13.99
2016-06-03,13.74
2016-06-04,13.86
2016-06-05,13.76
2016-06-06,14
2016-06-07,13.95
2016-06-08,14.51
2016-06-09,14.43
2016-06-10,14.38
2016-06-11,13.91
2016-06-12,14.19
2016-06-13,15.77
2016-06-14,17.61
2016-06-15,18.91
2016-06-16,18.36
2016-06-17,20.65
2016-06-18,15.38
2016-06-19,11.17
2016-06-20,12.24
2016-06-21,11.82
2016-06-22,13.2
2016-06-23,13.22
2016-06-24,13.68
2016-06-25,14.3
2016-06-26,14.26
2016-06-27,13.81
2016-06-28,13.93
2016-06-29,12.17
2016-06-30,12.6
2016-07-01,12.44
2016-07-02,12.22
2016-07-03,12.12
2016-07-04,11.7
2016-07-05,11.46
2016-07-06,10.58
2016-07-07,10.54
2016-07-08,10.12
2016-07-09,11.42
2016-07-10,10.96
2016-07-11,10.94
2016-07-12,10.45
2016-07-13,10.51
2016-07-14,10.6
2016-07-15,11.5
2016-07-16,11.92
2016-07-17,11.62
2016-07-18,11.17
2016-07-19,11.05
2016-07-20,11.59
2016-07-21,12.46
2016-07-22,12.66
2016-07-23,14.67
2016-07-24,14.3
2016-07-25,12.74
2016-07-26,13.82
2016-07-27,12.05
2016-07-28,12.98
2016-07-29,12.84
2016-07-30,12.8
2016-07-31,12.44
2016-08-01,11.89
2016-08-02,10.95
2016-08-03,8.88
2016-08-04,10.31
2016-08-05,11.02
2016-08-06,10.92
2016-08-07,10.86
2016-08-08,10.91
2016-08-09,11.27
2016-08-10,12.23
2016-08-11,12.14
2016-08-12,11.69
2016-08-13,11.77
2016-08-14,11.58
2016-08-15,11.2
2016-08-16,11.23
2016-08-17,11.13
2016-08-18,10.75
2016-08-19,10.75
2016-08-20,10.75
2016-08-21,11.25
2016-08-22,11.19
2016-08-23,11.14
2016-08-24,11.02
2016-08-25,11.03
2016-08-26,11.35
2016-08-27,11.29
2016-08-28,11.15
2016-08-29,10.92
2016-08-30,10.99
2016-08-31,11.24
2016-09-01,11.67
2016-09-02,11.96
2016-09-03,12.11
2016-09-04,11.75
2016-09-05,11.68
2016-09-06,11.73
2016-09-07,11.69
2016-09-08,11.55
2016-09-09,11.41
2016-09-10,11.66
2016-09-11,12.21
2016-09-12,11.64
2016-09-13,11.89
2016-09-14,11.9
2016-09-15,11.94
2016-09-16,11.96
2016-09-17,12.56
2016-09-18,12.69
2016-09-19,12.44
2016-09-20,13.21
2016-09-21,14.43
2016-09-22,13.66
2016-09-23,13.21
2016-09-24,13.32
2016-09-25,12.85
2016-09-26,13.17
2016-09-27,12.86
2016-09-28,13.11
2016-09-29,13.28
2016-09-30,13.08
2016-10-01,13.2
2016-10-02,13.18
2016-10-03,13.2
2016-10-04,13.45
2016-10-05,13.28
2016-10-06,13.03
2016-10-07,12.85
2016-10-08,12.67
2016-10-09,12.22
2016-10-10,12.06
2016-10-11,11.76
2016-10-12,11.78
2016-10-13,11.91
2016-10-14,11.99
2016-10-15,11.94
2016-10-16,11.98
2016-10-17,11.96
2016-10-18,12
2016-10-19,12.59
2016-10-20,12.05
2016-10-21,12.13
2016-10-22,12.18
2016-10-23,12.13
2016-10-24,12.04
2016-10-25,11.97
2016-10-26,11.38
2016-10-27,11.53
2016-10-28,11.47
2016-10-29,11.1
2016-10-30,10.43
2016-10-31,11.23
2016-11-01,10.96
2016-11-02,10.77
2016-11-03,10.8
2016-11-04,10.82
2016-11-05,11.09
2016-11-06,10.99
2016-11-07,10.9
2016-11-08,10.85
2016-11-09,10.82
2016-11-10,10.67
2016-11-11,10.51
2016-11-12,10.29
2016-11-13,9.89
2016-11-14,10.1
2016-11-15,9.97
2016-11-16,10.22
2016-11-17,10.06
2016-11-18,9.99
2016-11-19,9.48
2016-11-20,9.66
2016-11-21,9.58
2016-11-22,9.63
2016-11-23,9.92
2016-11-24,9.85
2016-11-25,9.23
2016-11-26,9.42
2016-11-27,9.31
2016-11-28,9
2016-11-29,8.73
2016-11-30,8.16
2016-12-01,8.6
2016-12-02,8.46
2016-12-03,7.77
2016-12-04,7.9
2016-12-05,7.41
2016-12-06,6.8
2016-12-07,7.89
2016-12-08,8.38
2016-12-09,8.17
2016-12-10,8.44
2016-12-11,8.13
2016-12-12,8.19
2016-12-13,8.52
2016-12-14,8.45
2016-12-15,8.24
2016-12-16,7.86
2016-12-17,7.86
2016-12-18,7.86
2016-12-19,7.87
2016-12-20,7.63
2016-12-21,7.66
2016-12-22,7.9
2016-12-23,7.58
2016-12-24,7.15
2016-12-25,7.26
2016-12-26,7.13
2016-12-27,7.28
2016-12-28,7.15
2016-12-29,7.54
2016-12-30,8.29
2016-12-31,8.15
2017-01-01,7.98
2017-01-02,8.17
2017-01-03,8.37
2017-01-04,9.71
2017-01-05,11.29
2017-01-06,10.29
2017-01-07,10.24
2017-01-08,9.87
2017-01-09,10.31
2017-01-10,10.37
2017-01-11,10.54
2017-01-12,9.72
